task_id,repo,condition,model,pred_index,actor,name,description,evidence_paths,matched_gold,best_similarity,path_coverage,majority_category,unanimous,has_unique_majority,annotator_11_category,annotator_11_confidence,annotator_11_supported,annotator_11_path_grounded,annotator_11_needs_discussion,annotator_11_notes,annotator_12_category,annotator_12_confidence,annotator_12_supported,annotator_12_path_grounded,annotator_12_needs_discussion,annotator_12_notes,annotator_13_category,annotator_13_confidence,annotator_13_supported,annotator_13_path_grounded,annotator_13_needs_discussion,annotator_13_notes
jobic10__student-management-using-django::readme_only::deepseek-v4-pro::5,jobic10__student-management-using-django,readme_only,deepseek-v4-pro,5,Staff,Add Student Result,Staff adds or updates exam results for students.,README.md,Add or update student result,0.75,0.0,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,README supports adding/updating student results.,matched_supported_goal,high,True,True,False,README supports adding/updating student results.,matched_supported_goal,high,True,True,False,README supports adding/updating student results.
jobic10__student-management-using-django::readme_only::deepseek-v4-pro::6,jobic10__student-management-using-django,readme_only,deepseek-v4-pro,6,Student,View Attendance,Student views their own attendance records.,README.md,View attendance,1.0,0.0,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,README directly supports viewing attendance.,matched_supported_goal,high,True,True,False,README directly supports viewing attendance.,matched_supported_goal,high,True,True,False,README directly supports viewing attendance.
jobic10__student-management-using-django::readme_only::deepseek-v4-pro::7,jobic10__student-management-using-django,readme_only,deepseek-v4-pro,7,Student,Apply for Leave,Student submits a leave application for review by the admin.,README.md,Apply for leave,1.0,0.0,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,README directly supports applying for leave.,matched_supported_goal,high,True,True,False,README directly supports applying for leave.,matched_supported_goal,high,True,True,False,README directly supports applying for leave.
jobic10__student-management-using-django::file_tree_only::deepseek-v4-pro::0,jobic10__student-management-using-django,file_tree_only,deepseek-v4-pro,0,HOD,Manage Staff,"HOD can add, view, edit, or remove staff accounts through dedicated views.",main_app/hod_views.py,Manage staff,1.0,0.125,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,hod_views directly support managing staff.,matched_supported_goal,high,True,True,False,hod_views directly support managing staff.,matched_supported_goal,high,True,True,False,hod_views directly support managing staff.
jobic10__student-management-using-django::file_tree_only::deepseek-v4-pro::1,jobic10__student-management-using-django,file_tree_only,deepseek-v4-pro,1,Staff,Manage Students,Staff can view and manage student details relevant to their role.,main_app/staff_views.py,Manage students,1.0,0.0,actor_scope_error,True,True,actor_scope_error,high,False,True,False,"Evidence is staff_views, but managing students is an admin/HOD responsibility, not staff self-service.",actor_scope_error,high,False,True,False,"Evidence is staff_views, but managing students is an admin/HOD responsibility, not staff self-service.",actor_scope_error,high,False,True,False,"Evidence is staff_views, but managing students is an admin/HOD responsibility, not staff self-service."
jobic10__student-management-using-django::file_tree_only::deepseek-v4-pro::2,jobic10__student-management-using-django,file_tree_only,deepseek-v4-pro,2,Student,View Own Results,A student can log in and view their academic results and attendance summary.,main_app/student_views.py,View attendance,0.2579,,matched_goal_missing_or_wrong_path,True,True,matched_goal_missing_or_wrong_path,medium,True,False,False,"student_views make results/attendance viewing plausible, but the claim combines both with weak grounding.",matched_goal_missing_or_wrong_path,medium,True,False,False,"student_views make results/attendance viewing plausible, but the claim combines both with weak grounding.",matched_goal_missing_or_wrong_path,medium,True,False,False,"student_views make results/attendance viewing plausible, but the claim combines both with weak grounding."
jobic10__student-management-using-django::file_tree_only::deepseek-v4-pro::3,jobic10__student-management-using-django,file_tree_only,deepseek-v4-pro,3,Staff,Edit Student Result,Authorized staff or HOD can edit a student's result record.,main_app/EditResultView.py | main_app/staff_views.py | main_app/hod_views.py,Add or update student result,0.4,0.2857,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,EditResultView and staff/hod views directly support editing student results.,matched_supported_goal,high,True,True,False,EditResultView and staff/hod views directly support editing student results.,matched_supported_goal,high,True,True,False,EditResultView and staff/hod views directly support editing student results.
jobic10__student-management-using-django::file_tree_only::deepseek-v4-pro::4,jobic10__student-management-using-django,file_tree_only,deepseek-v4-pro,4,All Users,Login with Email,All actors authenticate using their email address and password instead of a username.,main_app/EmailBackend.py | main_app/views.py,Apply for leave,0.0833,,matched_supported_goal,True,True,matched_supported_goal,medium,True,True,False,EmailBackend and views directly support email-based login.,matched_supported_goal,medium,True,True,False,EmailBackend and views directly support email-based login.,matched_supported_goal,medium,True,True,False,EmailBackend and views directly support email-based login.
jobic10__student-management-using-django::file_tree_only::deepseek-v4-pro::5,jobic10__student-management-using-django,file_tree_only,deepseek-v4-pro,5,HOD,View Dashboard Analytics,"HOD sees an overview of key metrics like student count, staff count, and recent activities.",main_app/hod_views.py,View attendance,0.25,,matched_supported_goal,True,True,matched_supported_goal,medium,True,True,False,hod_views directly support dashboard analytics.,matched_supported_goal,medium,True,True,False,hod_views directly support dashboard analytics.,matched_supported_goal,medium,True,True,False,hod_views directly support dashboard analytics.
jobic10__student-management-using-django::readme_plus_code::deepseek-v4-pro::0,jobic10__student-management-using-django,readme_plus_code,deepseek-v4-pro,0,Admin,Manage Staff,"Admin can add, update, and delete staff accounts in the system.",README.md (Admin Users Can Manage Staff) | main_app/hod_views.py (add_staff) | main_app/urls.py (staff/add),Manage staff,1.0,0.25,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,README plus hod_views/urls directly support managing staff.,matched_supported_goal,high,True,True,False,README plus hod_views/urls directly support managing staff.,matched_supported_goal,high,True,True,False,README plus hod_views/urls directly support managing staff.
jobic10__student-management-using-django::readme_plus_code::deepseek-v4-pro::1,jobic10__student-management-using-django,readme_plus_code,deepseek-v4-pro,1,Admin,Manage Students,"Admin can add, update, and delete student records.",README.md (Admin Users Can Manage Students) | main_app/forms.py (StudentForm),Manage students,1.0,0.125,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,README plus forms support managing students.,matched_supported_goal,high,True,True,False,README plus forms support managing students.,matched_supported_goal,high,True,True,False,README plus forms support managing students.
jobic10__student-management-using-django::readme_plus_code::deepseek-v4-pro::2,jobic10__student-management-using-django,readme_plus_code,deepseek-v4-pro,2,Admin,Manage Courses,"Admin can add, update, and delete academic courses.",README.md (Admin Users Can Manage Course) | main_app/hod_views.py (add_course) | main_app/urls.py (course/add),Manage courses,1.0,0.25,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,README plus hod_views/urls directly support managing courses.,matched_supported_goal,high,True,True,False,README plus hod_views/urls directly support managing courses.,matched_supported_goal,high,True,True,False,README plus hod_views/urls directly support managing courses.
