repo,condition,model,pred_index,category,actor,name,description,evidence_paths,matched_gold,best_similarity,path_coverage
knowledgefactory4u__librarymanagementsystem,full_selected_context,deepseek-v4-pro,4,matched_supported_goal,Admin,Manage Publishers,"Admin views, adds, edits, and removes publisher records.",src/main/java/com/knf/dev/librarymanagementsystem/controller/PublisherController.java | README.md | src/main/java/com/knf/dev/librarymanagementsystem/service/PublisherService.java,Manage categories,1.0,0.1
knowledgefactory4u__librarymanagementsystem,full_selected_context,deepseek-v4-pro,5,matched_supported_goal,Admin,Export Data,"Admin exports books, authors, categories, or publishers data as CSV files.",src/main/java/com/knf/dev/librarymanagementsystem/controller/FileExportController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/FileService.java | src/main/java/com/knf/dev/librarymanagementsystem/s...,Export library data to CSV,0.5,0.6667
knowledgefactory4u__librarymanagementsystem,oracle_upper_bound,deepseek-v4-pro,0,matched_supported_goal,Admin,Login,Admin logs into the library management system using predefined credentials.,README.md (Admin Login Interface section) | src/main/java/com/knf/dev/librarymanagementsystem/controller/IndexController.java,Sign in to library admin panel,0.403,0.6667
knowledgefactory4u__librarymanagementsystem,oracle_upper_bound,deepseek-v4-pro,1,matched_supported_goal,Admin,Manage Books,Admin performs CRUD operations and searches on library books.,"README.md (Add new books, update books, view books, delete books screenshot) | src/main/java/com/knf/dev/librarymanagementsystem/controller/BookController.java | src/main/java/com/knf/dev/librarymanagementsystem/servi...",List and paginate books,0.3333,0.8
knowledgefactory4u__librarymanagementsystem,oracle_upper_bound,deepseek-v4-pro,2,matched_supported_goal,Admin,Manage Authors,Admin performs CRUD operations on authors.,"README.md (Add new authors, update authors, view authors, delete authors screenshot) | src/main/java/com/knf/dev/librarymanagementsystem/controller/AuthorController.java | src/main/java/com/knf/dev/librarymanagementsy...",Manage authors,1.0,0.3
knowledgefactory4u__librarymanagementsystem,oracle_upper_bound,deepseek-v4-pro,3,matched_supported_goal,Admin,Manage Categories,Admin performs CRUD operations on book categories.,"README.md (Add new categories, update categories, view categories, delete categories screenshot) | src/main/java/com/knf/dev/librarymanagementsystem/controller/CategoryController.java | src/main/java/com/knf/dev/libra...",Manage categories,1.0,0.3
knowledgefactory4u__librarymanagementsystem,oracle_upper_bound,deepseek-v4-pro,4,matched_supported_goal,Admin,Manage Publishers,Admin performs CRUD operations on publishers.,"README.md (Add new publishers, update publishers, view publishers, delete publishers screenshot) | src/main/java/com/knf/dev/librarymanagementsystem/controller/PublisherController.java | src/main/java/com/knf/dev/libr...",Manage publishers,1.0,0.3
knowledgefactory4u__librarymanagementsystem,oracle_upper_bound,deepseek-v4-pro,5,matched_supported_goal,Admin,Export CSV,Admin exports library data as a CSV file.,src/main/java/com/knf/dev/librarymanagementsystem/controller/FileExportController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/FileService.java,Export library data to CSV,0.5,0.6667
mehmetpekdemir__Library-Management-System,readme_only,deepseek-v4-pro,0,actor_scope_error,Librarian,Browse Books,Librarian views a list of all books in the library catalog.,README.md,Search books,0.3333,
mehmetpekdemir__Library-Management-System,readme_only,deepseek-v4-pro,1,matched_goal_actor_label_drift,Librarian,Add Book,Librarian adds a new book to the library catalog.,README.md,Create book,0.3333,0.1667
mehmetpekdemir__Library-Management-System,readme_only,deepseek-v4-pro,2,matched_goal_actor_label_drift,Librarian,Search Books,Librarian searches for books by keywords or criteria.,README.md,Search books,1.0,0.25
mehmetpekdemir__Library-Management-System,readme_only,deepseek-v4-pro,3,matched_goal_actor_label_drift,Librarian,Browse Authors,Librarian views a list of all authors stored in the system.,README.md,Manage authors,0.3333,0.0909
mehmetpekdemir__Library-Management-System,readme_only,deepseek-v4-pro,4,matched_goal_actor_label_drift,Librarian,Browse Categories,Librarian views the predefined book categories.,README.md,Manage categories,0.3333,0.0909
mehmetpekdemir__Library-Management-System,readme_only,deepseek-v4-pro,5,matched_goal_actor_label_drift,Librarian,Browse Publishers,Librarian views the list of publishers.,README.md,Manage publishers,0.3333,0.0909
mehmetpekdemir__Library-Management-System,readme_plus_code,deepseek-v4-pro,0,matched_goal_actor_label_drift,Librarian,View Books List,Librarian views a paginated list of all books in the library.,/books endpoint | BookController.findAllBooks() | README screenshot: Books.png,List and view books,0.75,0.1667
mehmetpekdemir__Library-Management-System,readme_plus_code,deepseek-v4-pro,1,matched_goal_actor_label_drift,Librarian,Search Books,"Librarian searches for books by keyword across name, ISBN, and serial name.",/searchBook endpoint | BookController.searchBook() | BookRepository.search() | README screenshot: search.png,Search books,1.0,0.25
mehmetpekdemir__Library-Management-System,readme_plus_code,deepseek-v4-pro,2,actor_scope_error,Librarian,View Book Details,"Librarian inspects full details of a specific book including associated authors, categories, and publishers.",/book/{id} endpoint | BookController.findBookById() | Book entity with ManyToMany associations,Create book,0.25,
mehmetpekdemir__Library-Management-System,readme_plus_code,deepseek-v4-pro,3,matched_goal_actor_label_drift,Librarian,Add Book,"Librarian adds a new book to the library by filling a form that includes selection of authors, categories, and publishers.",/add (GET) and /add-book (POST) endpoints | BookController.showCreateForm() and createBook() | BookServiceImpl.createBook() | README screenshot: addBook.png,Create book,0.3333,0.3333
mehmetpekdemir__Library-Management-System,readme_plus_code,deepseek-v4-pro,4,actor_scope_error,Librarian,View Authors List,Librarian views all registered authors with their names and descriptions.,/authors endpoint | AuthorController.findAllAuthors() | README screenshot: Authors.png,List and view books,0.4,
mehmetpekdemir__Library-Management-System,readme_plus_code,deepseek-v4-pro,5,actor_scope_error,Librarian,View Categories List,Librarian views all book categories available in the system.,/categories endpoint | CategoryController.findAllCategories() | README screenshot: Categories.png,List and view books,0.4,
mehmetpekdemir__Library-Management-System,readme_plus_code,deepseek-v4-pro,6,actor_scope_error,Librarian,View Publishers List,Librarian views all publishers recorded in the system.,/publishers endpoint | PublisherController.findAllPublishers() | README screenshot: Publishers.png,List and view books,0.4,
mehmetpekdemir__Library-Management-System,random_code_same_budget,deepseek-v4-pro,0,matched_goal_actor_label_drift,Librarian,List all books,A librarian views a paginated list of all books in the library.,BookController.findAllBooks() | BookService.findAllBooks() | Book entity | /books endpoint,List and view books,0.4,0.1667
mehmetpekdemir__Library-Management-System,random_code_same_budget,deepseek-v4-pro,1,matched_goal_actor_label_drift,Librarian,Search books,"A librarian searches for books by keyword matching name, ISBN, or serial name.",BookController.searchBook() | BookService.searchBooks() | BookRepository.search() | /searchBook endpoint,Search books,1.0,0.25
mehmetpekdemir__Library-Management-System,random_code_same_budget,deepseek-v4-pro,2,matched_goal_missing_or_wrong_path,Librarian,Add a book,"A librarian adds a new book record along with its authors, categories, and publishers.",BookController.showCreateForm() and createBook() | AuthorService.findAllAuthors() | CategoryService.findAllCategories() | PublisherService.findAllPublishers() | Book entity,Create book,0.3333,0.0
mehmetpekdemir__Library-Management-System,random_code_same_budget,deepseek-v4-pro,3,actor_scope_error,Librarian,View book details,A librarian views the full details of a single book.,BookController.findBookById() | BookService.findBookById() | /book/{id} endpoint,Create book,0.25,
mehmetpekdemir__Library-Management-System,random_code_same_budget,deepseek-v4-pro,4,matched_goal_missing_or_wrong_path,Librarian,Delete a book,A librarian removes a book from the system.,BookController.deleteBook() | BookService.deleteBook() | /remove-book/{id} endpoint,Update book,1.0,0.0
mehmetpekdemir__Library-Management-System,random_code_same_budget,deepseek-v4-pro,5,matched_goal_actor_label_drift,Librarian,List authors,A librarian views all authors in the system.,AuthorController.findAllAuthors() | AuthorService.findAllAuthors() | /authors endpoint,Manage authors,0.3333,0.0909
mehmetpekdemir__Library-Management-System,random_code_same_budget,deepseek-v4-pro,6,actor_scope_error,Librarian,Add an author,A librarian adds a new author to the library catalog.,AuthorController.showCreateForm() and createAuthor() | AuthorService.createAuthor() | /addAuthor and /add-author endpoints,Create book,0.25,
mehmetpekdemir__Library-Management-System,random_code_same_budget,deepseek-v4-pro,7,matched_goal_actor_label_drift,Librarian,List categories,A librarian views all book categories.,CategoryController.findAllCategories() | CategoryService.findAllCategories() | /categories endpoint,Manage categories,0.3333,0.0909
mehmetpekdemir__Library-Management-System,full_selected_context,deepseek-v4-pro,0,matched_goal_missing_or_wrong_path,Librarian,View Books,Librarian views the complete list of books in the library catalog.,src/main/java/.../controller/BookController.java (findAllBooks),List and view books,0.5,0.0
mehmetpekdemir__Library-Management-System,full_selected_context,deepseek-v4-pro,1,matched_goal_missing_or_wrong_path,Librarian,Search Books,"Librarian searches for books using a keyword that matches name, ISBN, or serial name.",src/main/java/.../controller/BookController.java (searchBook) | src/main/java/.../repository/BookRepository.java (search),Search books,1.0,0.0
mehmetpekdemir__Library-Management-System,full_selected_context,deepseek-v4-pro,2,actor_scope_error,Librarian,View Book Details,Librarian views detailed information of a specific book.,src/main/java/.../controller/BookController.java (findBookById),Create book,0.25,
mehmetpekdemir__Library-Management-System,full_selected_context,deepseek-v4-pro,3,matched_goal_missing_or_wrong_path,Librarian,Add Book,"Librarian adds a new book to the catalog, linking it to existing authors, categories, and publishers.","src/main/java/.../controller/BookController.java (showCreateForm, createBook)",Create book,0.3333,0.0
